date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:45:20	6213/6213	---M--	200	added ('OK')	image/png	etag:%2267f785cc-1845%22	https://rustavalon.com/img/1.png	C:/My%20Web%20Sites/EE/rustavalon.com/img/1.png	(from https://rustavalon.com/)
17:45:20	6574/6574	---M--	200	added ('OK')	image/png	etag:%2267f785d1-19ae%22	https://rustavalon.com/img/2.png	C:/My%20Web%20Sites/EE/rustavalon.com/img/2.png	(from https://rustavalon.com/)
17:45:20	180052/180052	---M--	200	added ('OK')	image/png	etag:9444e60f6bcdc4266d959274dbf822bc	https://upload.wikimedia.org/wikipedia/commons/9/9f/Rust_logo.png	C:/My%20Web%20Sites/EE/upload.wikimedia.org/wikipedia/commons/9/9f/Rust_logo.png	(from https://rustavalon.com/)
17:45:20	44004/44004	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267f785db-abe4%22	https://rustavalon.com/js/socket.io.min.js	C:/My%20Web%20Sites/EE/rustavalon.com/js/socket.io.min.js	(from https://rustavalon.com/)
17:45:21	4743/4743	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267f785da-1287%22	https://rustavalon.com/js/simplebar.min.js	C:/My%20Web%20Sites/EE/rustavalon.com/js/simplebar.min.js	(from https://rustavalon.com/)
17:45:21	27655/27655	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267f785d8-6c07%22	https://rustavalon.com/js/jquery.knob.js	C:/My%20Web%20Sites/EE/rustavalon.com/js/jquery.knob.js	(from https://rustavalon.com/)
17:45:21	13082/13082	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267f785dc-331a%22	https://rustavalon.com/js/jquery-ui.min.js	C:/My%20Web%20Sites/EE/rustavalon.com/js/jquery-ui.min.js	(from https://rustavalon.com/)
17:45:21	75392/75392	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267f785db-12680%22	https://rustavalon.com/js/tipped.js	C:/My%20Web%20Sites/EE/rustavalon.com/js/tipped.js	(from https://rustavalon.com/)
17:45:21	36018/36018	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267f785dc-8cb2%22	https://rustavalon.com/js/app.js?v=163	C:/My%20Web%20Sites/EE/rustavalon.com/js/app89f3.js	(from https://rustavalon.com/)
17:45:22	4953/4953	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec2-1359%22	https://cdnjs.cloudflare.com/ajax/libs/jquery-modal/0.9.1/jquery.modal.min.js	C:/My%20Web%20Sites/EE/cdnjs.cloudflare.com/ajax/libs/jquery-modal/0.9.1/jquery.modal.min.js	(from https://rustavalon.com/)
17:45:23	3201/3201	---M-Z	200	added ('OK')	text/css	etag:%225eb03ec2-c81%22	https://cdnjs.cloudflare.com/ajax/libs/jquery-modal/0.9.1/jquery.modal.min.css	C:/My%20Web%20Sites/EE/cdnjs.cloudflare.com/ajax/libs/jquery-modal/0.9.1/jquery.modal.min.css	(from https://rustavalon.com/)
17:45:23	17735/17735	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267de3e24-4547%22	https://www.smartsuppchat.com/loader.js?	C:/My%20Web%20Sites/EE/www.smartsuppchat.com/loaderd41d.js	(from https://rustavalon.com/)
17:45:24	141/141	---M--	200	added ('OK')	text/plain	date:Fri,%2022%20Nov%202024%2018:31:37%20GMT	https://steamcommunity.com/robots.txt		(from )
17:45:24	2640/2640	---M-Z	200	added ('OK')	text/css	etag:%22nc69vwog8R9p%22	https://community.cloudflare.steamstatic.com/public/shared/css/motiva_sans.css?v=nc69vwog8R9p&l=english&_cdn=cloudflare	C:/My%20Web%20Sites/EE/community.cloudflare.steamstatic.com/public/shared/css/motiva_sansfd3c.css	(from https://steamcommunity.com/openid/loginform/?goto=%2Fopenid%2Flogin%3Fopenid.ns%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%26openid.mode%3Dcheckid_setup%26openid.return_to%3Dhttps%253A%252F%252Frustavalon.com%252Flogin%26openid.realm%3Dhttps%253A%252F%252Frustavalon.com%26openid.ns_sreg%3Dhttp%253A%252F%252Fopenid.net%252Fextensions%252Fsreg%252F1.1%26openid.claimed_id%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select%26openid.identity%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select)
17:45:24	32732/32732	---M-Z	200	added ('OK')	text/css	etag:%22G3UTKgHH4xLD%22	https://community.cloudflare.steamstatic.com/public/shared/css/buttons.css?v=G3UTKgHH4xLD&l=english&_cdn=cloudflare	C:/My%20Web%20Sites/EE/community.cloudflare.steamstatic.com/public/shared/css/buttonse638.css	(from https://steamcommunity.com/openid/loginform/?goto=%2Fopenid%2Flogin%3Fopenid.ns%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%26openid.mode%3Dcheckid_setup%26openid.return_to%3Dhttps%253A%252F%252Frustavalon.com%252Flogin%26openid.realm%3Dhttps%253A%252F%252Frustavalon.com%26openid.ns_sreg%3Dhttp%253A%252F%252Fopenid.net%252Fextensions%252Fsreg%252F1.1%26openid.claimed_id%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select%26openid.identity%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select)
17:45:24	88538/88538	---M-Z	200	added ('OK')	text/css	etag:%22sd6kCnGQW5Ji%22	https://community.cloudflare.steamstatic.com/public/shared/css/shared_global.css?v=sd6kCnGQW5Ji&l=english&_cdn=cloudflare	C:/My%20Web%20Sites/EE/community.cloudflare.steamstatic.com/public/shared/css/shared_global9bed.css	(from https://steamcommunity.com/openid/loginform/?goto=%2Fopenid%2Flogin%3Fopenid.ns%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%26openid.mode%3Dcheckid_setup%26openid.return_to%3Dhttps%253A%252F%252Frustavalon.com%252Flogin%26openid.realm%3Dhttps%253A%252F%252Frustavalon.com%26openid.ns_sreg%3Dhttp%253A%252F%252Fopenid.net%252Fextensions%252Fsreg%252F1.1%26openid.claimed_id%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select%26openid.identity%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select)
17:45:24	38397/38397	---M-Z	200	added ('OK')	text/css	etag:%22OftCDPJyLyB9%22	https://community.cloudflare.steamstatic.com/public/css/globalv2.css?v=OftCDPJyLyB9&l=english&_cdn=cloudflare	C:/My%20Web%20Sites/EE/community.cloudflare.steamstatic.com/public/css/globalv248dc.css	(from https://steamcommunity.com/openid/loginform/?goto=%2Fopenid%2Flogin%3Fopenid.ns%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%26openid.mode%3Dcheckid_setup%26openid.return_to%3Dhttps%253A%252F%252Frustavalon.com%252Flogin%26openid.realm%3Dhttps%253A%252F%252Frustavalon.com%26openid.ns_sreg%3Dhttp%253A%252F%252Fopenid.net%252Fextensions%252Fsreg%252F1.1%26openid.claimed_id%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select%26openid.identity%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select)
17:45:25	17070/17070	---M-Z	200	added ('OK')	text/css	etag:%228rKbC-KGOV7Z%22	https://community.cloudflare.steamstatic.com/public/shared/css/login.css?v=8rKbC-KGOV7Z&l=english&_cdn=cloudflare	C:/My%20Web%20Sites/EE/community.cloudflare.steamstatic.com/public/shared/css/login4362.css	(from https://steamcommunity.com/openid/loginform/?goto=%2Fopenid%2Flogin%3Fopenid.ns%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%26openid.mode%3Dcheckid_setup%26openid.return_to%3Dhttps%253A%252F%252Frustavalon.com%252Flogin%26openid.realm%3Dhttps%253A%252F%252Frustavalon.com%26openid.ns_sreg%3Dhttp%253A%252F%252Fopenid.net%252Fextensions%252Fsreg%252F1.1%26openid.claimed_id%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select%26openid.identity%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select)
17:45:25	14059/14059	---M-Z	200	added ('OK')	text/css	etag:%22jy-o_yf7-j-R%22	https://community.cloudflare.steamstatic.com/public/css/skin_1/home.css?v=jy-o_yf7-j-R&l=english&_cdn=cloudflare	C:/My%20Web%20Sites/EE/community.cloudflare.steamstatic.com/public/css/skin_1/home687a.css	(from https://steamcommunity.com/openid/loginform/?goto=%2Fopenid%2Flogin%3Fopenid.ns%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%26openid.mode%3Dcheckid_setup%26openid.return_to%3Dhttps%253A%252F%252Frustavalon.com%252Flogin%26openid.realm%3Dhttps%253A%252F%252Frustavalon.com%26openid.ns_sreg%3Dhttp%253A%252F%252Fopenid.net%252Fextensions%252Fsreg%252F1.1%26openid.claimed_id%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select%26openid.identity%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select)
17:45:25	18270/18270	---M-Z	200	added ('OK')	text/css	etag:%22n4_f9JKDa7wP%22	https://community.cloudflare.steamstatic.com/public/shared/css/shared_responsive.css?v=n4_f9JKDa7wP&l=english&_cdn=cloudflare	C:/My%20Web%20Sites/EE/community.cloudflare.steamstatic.com/public/shared/css/shared_responsive86f1.css	(from https://steamcommunity.com/openid/loginform/?goto=%2Fopenid%2Flogin%3Fopenid.ns%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%26openid.mode%3Dcheckid_setup%26openid.return_to%3Dhttps%253A%252F%252Frustavalon.com%252Flogin%26openid.realm%3Dhttps%253A%252F%252Frustavalon.com%26openid.ns_sreg%3Dhttp%253A%252F%252Fopenid.net%252Fextensions%252Fsreg%252F1.1%26openid.claimed_id%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select%26openid.identity%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select)
17:45:25	12132/12132	---M-Z	200	added ('OK')	text/css	etag:%22EZbG2DEumYDH%22	https://community.cloudflare.steamstatic.com/public/css/skin_1/header.css?v=EZbG2DEumYDH&l=english&_cdn=cloudflare	C:/My%20Web%20Sites/EE/community.cloudflare.steamstatic.com/public/css/skin_1/header9346.css	(from https://steamcommunity.com/openid/loginform/?goto=%2Fopenid%2Flogin%3Fopenid.ns%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%26openid.mode%3Dcheckid_setup%26openid.return_to%3Dhttps%253A%252F%252Frustavalon.com%252Flogin%26openid.realm%3Dhttps%253A%252F%252Frustavalon.com%26openid.ns_sreg%3Dhttp%253A%252F%252Fopenid.net%252Fextensions%252Fsreg%252F1.1%26openid.claimed_id%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select%26openid.identity%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select)
17:45:26	163315/163315	---M-Z	200	added ('OK')	text/javascript	etag:%22npJElBnrEO6W%22	https://community.cloudflare.steamstatic.com/public/javascript/prototype-1.7.js?v=npJElBnrEO6W&l=english&_cdn=cloudflare	C:/My%20Web%20Sites/EE/community.cloudflare.steamstatic.com/public/javascript/prototype-1.7f254.js	(from https://steamcommunity.com/openid/loginform/?goto=%2Fopenid%2Flogin%3Fopenid.ns%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%26openid.mode%3Dcheckid_setup%26openid.return_to%3Dhttps%253A%252F%252Frustavalon.com%252Flogin%26openid.realm%3Dhttps%253A%252F%252Frustavalon.com%26openid.ns_sreg%3Dhttp%253A%252F%252Fopenid.net%252Fextensions%252Fsreg%252F1.1%26openid.claimed_id%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select%26openid.identity%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select)
17:45:26	118762/118762	---M-Z	200	added ('OK')	text/javascript	etag:%22pbdAKOcDIgbC%22	https://community.cloudflare.steamstatic.com/public/javascript/scriptaculous/_combined.js?v=pbdAKOcDIgbC&l=english&_cdn=cloudflare&load=effects,controls,slider,dragdrop	C:/My%20Web%20Sites/EE/community.cloudflare.steamstatic.com/public/javascript/scriptaculous/_combinedc2df.js	(from https://steamcommunity.com/openid/loginform/?goto=%2Fopenid%2Flogin%3Fopenid.ns%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%26openid.mode%3Dcheckid_setup%26openid.return_to%3Dhttps%253A%252F%252Frustavalon.com%252Flogin%26openid.realm%3Dhttps%253A%252F%252Frustavalon.com%26openid.ns_sreg%3Dhttp%253A%252F%252Fopenid.net%252Fextensions%252Fsreg%252F1.1%26openid.claimed_id%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select%26openid.identity%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select)
17:45:26	100493/100493	---M-Z	200	added ('OK')	text/javascript	etag:%22D1VziU1eIKI3%22	https://community.cloudflare.steamstatic.com/public/javascript/global.js?v=D1VziU1eIKI3&l=english&_cdn=cloudflare	C:/My%20Web%20Sites/EE/community.cloudflare.steamstatic.com/public/javascript/global6485.js	(from https://steamcommunity.com/openid/loginform/?goto=%2Fopenid%2Flogin%3Fopenid.ns%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%26openid.mode%3Dcheckid_setup%26openid.return_to%3Dhttps%253A%252F%252Frustavalon.com%252Flogin%26openid.realm%3Dhttps%253A%252F%252Frustavalon.com%26openid.ns_sreg%3Dhttp%253A%252F%252Fopenid.net%252Fextensions%252Fsreg%252F1.1%26openid.claimed_id%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select%26openid.identity%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select)
17:45:26	95786/95786	---M-Z	200	added ('OK')	text/javascript	etag:%22gQHVlrK4-jX-%22	https://community.cloudflare.steamstatic.com/public/javascript/jquery-1.11.1.min.js?v=gQHVlrK4-jX-&l=english&_cdn=cloudflare	C:/My%20Web%20Sites/EE/community.cloudflare.steamstatic.com/public/javascript/jquery-1.11.1.min058d.js	(from https://steamcommunity.com/openid/loginform/?goto=%2Fopenid%2Flogin%3Fopenid.ns%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%26openid.mode%3Dcheckid_setup%26openid.return_to%3Dhttps%253A%252F%252Frustavalon.com%252Flogin%26openid.realm%3Dhttps%253A%252F%252Frustavalon.com%26openid.ns_sreg%3Dhttp%253A%252F%252Fopenid.net%252Fextensions%252Fsreg%252F1.1%26openid.claimed_id%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select%26openid.identity%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select)
17:45:26	15588/15588	---M-Z	200	added ('OK')	text/javascript	etag:%22QYkT4eS5mbTN%22	https://community.cloudflare.steamstatic.com/public/shared/javascript/tooltip.js?v=QYkT4eS5mbTN&l=english&_cdn=cloudflare	C:/My%20Web%20Sites/EE/community.cloudflare.steamstatic.com/public/shared/javascript/tooltip9902.js	(from https://steamcommunity.com/openid/loginform/?goto=%2Fopenid%2Flogin%3Fopenid.ns%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%26openid.mode%3Dcheckid_setup%26openid.return_to%3Dhttps%253A%252F%252Frustavalon.com%252Flogin%26openid.realm%3Dhttps%253A%252F%252Frustavalon.com%26openid.ns_sreg%3Dhttp%253A%252F%252Fopenid.net%252Fextensions%252Fsreg%252F1.1%26openid.claimed_id%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select%26openid.identity%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select)
17:45:27	152361/152361	---M-Z	200	added ('OK')	text/javascript	etag:%226Gx3WA4gUqNL%22	https://community.cloudflare.steamstatic.com/public/shared/javascript/shared_global.js?v=6Gx3WA4gUqNL&l=english&_cdn=cloudflare	C:/My%20Web%20Sites/EE/community.cloudflare.steamstatic.com/public/shared/javascript/shared_globalff24.js	(from https://steamcommunity.com/openid/loginform/?goto=%2Fopenid%2Flogin%3Fopenid.ns%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%26openid.mode%3Dcheckid_setup%26openid.return_to%3Dhttps%253A%252F%252Frustavalon.com%252Flogin%26openid.realm%3Dhttps%253A%252F%252Frustavalon.com%26openid.ns_sreg%3Dhttp%253A%252F%252Fopenid.net%252Fextensions%252Fsreg%252F1.1%26openid.claimed_id%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select%26openid.identity%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select)
17:45:27	1527/1527	---M-Z	200	added ('OK')	text/javascript	etag:%22w6QbwI-5-j2S%22	https://community.cloudflare.steamstatic.com/public/shared/javascript/auth_refresh.js?v=w6QbwI-5-j2S&l=english&_cdn=cloudflare	C:/My%20Web%20Sites/EE/community.cloudflare.steamstatic.com/public/shared/javascript/auth_refresh4254.js	(from https://steamcommunity.com/openid/loginform/?goto=%2Fopenid%2Flogin%3Fopenid.ns%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%26openid.mode%3Dcheckid_setup%26openid.return_to%3Dhttps%253A%252F%252Frustavalon.com%252Flogin%26openid.realm%3Dhttps%253A%252F%252Frustavalon.com%26openid.ns_sreg%3Dhttp%253A%252F%252Fopenid.net%252Fextensions%252Fsreg%252F1.1%26openid.claimed_id%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select%26openid.identity%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select)
17:45:27	58821/58821	---M-Z	200	added ('OK')	text/javascript	etag:%22ZozGWr9SCJQQ%22	https://community.cloudflare.steamstatic.com/public/shared/javascript/login.js?v=ZozGWr9SCJQQ&l=english&_cdn=cloudflare	C:/My%20Web%20Sites/EE/community.cloudflare.steamstatic.com/public/shared/javascript/login22a1.js	(from https://steamcommunity.com/openid/loginform/?goto=%2Fopenid%2Flogin%3Fopenid.ns%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%26openid.mode%3Dcheckid_setup%26openid.return_to%3Dhttps%253A%252F%252Frustavalon.com%252Flogin%26openid.realm%3Dhttps%253A%252F%252Frustavalon.com%26openid.ns_sreg%3Dhttp%253A%252F%252Fopenid.net%252Fextensions%252Fsreg%252F1.1%26openid.claimed_id%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select%26openid.identity%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select)
17:45:27	24170/24170	---M-Z	200	added ('OK')	text/javascript	etag:%22HXUgeLAtQH09%22	https://community.cloudflare.steamstatic.com/public/shared/javascript/shared_responsive_adapter.js?v=HXUgeLAtQH09&l=english&_cdn=cloudflare	C:/My%20Web%20Sites/EE/community.cloudflare.steamstatic.com/public/shared/javascript/shared_responsive_adapter8d24.js	(from https://steamcommunity.com/openid/loginform/?goto=%2Fopenid%2Flogin%3Fopenid.ns%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%26openid.mode%3Dcheckid_setup%26openid.return_to%3Dhttps%253A%252F%252Frustavalon.com%252Flogin%26openid.realm%3Dhttps%253A%252F%252Frustavalon.com%26openid.ns_sreg%3Dhttp%253A%252F%252Fopenid.net%252Fextensions%252Fsreg%252F1.1%26openid.claimed_id%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select%26openid.identity%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select)
17:45:27	407266/407266	---M--	200	added ('OK')	image/jpeg	etag:%226740ce0a-636e2%22	https://community.cloudflare.steamstatic.com/public/shared/images/responsive/steam_share_image.jpg	C:/My%20Web%20Sites/EE/community.cloudflare.steamstatic.com/public/shared/images/responsive/steam_share_image.jpg	(from https://steamcommunity.com/openid/loginform/?goto=%2Fopenid%2Flogin%3Fopenid.ns%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%26openid.mode%3Dcheckid_setup%26openid.return_to%3Dhttps%253A%252F%252Frustavalon.com%252Flogin%26openid.realm%3Dhttps%253A%252F%252Frustavalon.com%26openid.ns_sreg%3Dhttp%253A%252F%252Fopenid.net%252Fextensions%252Fsreg%252F1.1%26openid.claimed_id%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select%26openid.identity%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select)
17:45:28	1846/1846	---M--	200	added ('OK')	image/png	etag:%226740ce0a-736%22	https://community.cloudflare.steamstatic.com/public/shared/images/responsive/logo_valve_footer.png	C:/My%20Web%20Sites/EE/community.cloudflare.steamstatic.com/public/shared/images/responsive/logo_valve_footer.png	(from https://steamcommunity.com/openid/loginform/?goto=%2Fopenid%2Flogin%3Fopenid.ns%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%26openid.mode%3Dcheckid_setup%26openid.return_to%3Dhttps%253A%252F%252Frustavalon.com%252Flogin%26openid.realm%3Dhttps%253A%252F%252Frustavalon.com%26openid.ns_sreg%3Dhttp%253A%252F%252Fopenid.net%252Fextensions%252Fsreg%252F1.1%26openid.claimed_id%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select%26openid.identity%3Dhttp%253A%252F%252Fspecs.openid.net%252Fauth%252F2.0%252Fidentifier_select)
